ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,,,
dc,21540,David Sargent (New Earth),\/wiki\/David_Sargent_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,11,"2007, April",2007,0.0106189906,,,
dc,21531,Zoanne Wilkins (New Earth),\/wiki\/Zoanne_Wilkins_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,23,"2006, July",2006,0.022203344,,,
dc,21226,Edward Fyers (New Earth),\/wiki\/Edward_Fyers_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,64,"1987, October",1987,0.0617832181,,,
dc,21031,Hammeroon (New Earth),\/wiki\/Hammeroon_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,2,"1999, February",1999,0.0019307256,,,
dc,20905,Arkkis Chummuck (New Earth),\/wiki\/Arkkis_Chummuck_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,17,"1980, July",1980,0.0164111673,,,
dc,20881,Eos (New Earth),\/wiki\/Eos_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,3,"1987, November",1987,0.0028960884,,,
dc,20828,Kyle Abbot (New Earth),\/wiki\/Kyle_Abbot_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,15,"2000, April",2000,0.0144804418,,,
dc,20598,Jillian Pearlman (New Earth),\/wiki\/Jillian_Pearlman_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,20,"2005, July",2005,0.0193072557,,,
dc,20427,Hanuman (New Earth),\/wiki\/Hanuman_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,2,"1999, October",1999,0.0019307256,,,
dc,20274,Charles Vicker (New Earth),\/wiki\/Charles_Vicker_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,12,"1967, September",1967,0.0115843534,,,
dc,20188,Alia (New Earth),\/wiki\/Alia_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,straight,Living Characters,9,"1993, March",1993,0.0086882651,,,
dc,20173,Adara (New Earth),\/wiki\/Adara_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Female Characters,straight,Deceased Characters,6,"1994, November",1994,0.0057921767,,,
dc,19954,"Stanley Dover, Younger (New Earth)","\/wiki\/Stanley_Dover,_Younger_(New_Earth)",Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,12,"1966, January",1966,0.0115843534,,,
dc,19949,"Stanley Dover, Elder (New Earth)","\/wiki\/Stanley_Dover,_Elder_(New_Earth)",Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Deceased Characters,10,"2001, April",2001,0.0096536278,,,
dc,19947,Beautia Sivana (New Earth),\/wiki\/Beautia_Sivana_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,8,"1987, April",1987,0.0077229023,,,
dc,19916,Roger Denning (New Earth),\/wiki\/Roger_Denning_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,19,"1965, September",1965,0.0183418929,,,
dc,19791,Ellen Frazier (New Earth),\/wiki\/Ellen_Frazier_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,83,"1965, September",1965,0.080125111,,,
dc,19788,Maxine Baker (New Earth),\/wiki\/Maxine_Baker_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,66,"1988, September",1988,0.0637139437,,,
dc,19703,Nathaniel Heywood (New Earth),\/wiki\/Nathaniel_Heywood_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,straight,Living Characters,74,"2007, March",2007,0.071436846,,,
dc,19629,Jor-El (New Earth),\/wiki\/Jor-El_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,64,"1986, October",1986,0.0617832181,,,
dc,19426,Michael Payson Maxwell (New Earth),\/wiki\/Michael_Payson_Maxwell_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,20,"1967, February",1967,0.0193072557,,,
dc,19350,Martin van Wyck (New Earth),\/wiki\/Martin_van_Wyck_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,27,"1999, March",1999,0.0260647952,,,
dc,19056,Anthony Zucco (New Earth),\/wiki\/Anthony_Zucco_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,24,"1940, April",1940,0.0231687068,,,
dc,19055,Silver Monkey (New Earth),\/wiki\/Silver_Monkey_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,8,"1995, May",1995,0.0077229023,,,
dc,19052,Charles Brown (New Earth),\/wiki\/Charles_Brown_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,12,"1960, August",1960,0.0115843534,,,
dc,19049,Simon Ecks (New Earth),\/wiki\/Simon_Ecks_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,12,"1958, November",1958,0.0115843534,,,
dc,19048,Mortimer Drake (New Earth),\/wiki\/Mortimer_Drake_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Bisexual Characters,Living Characters,32,"1943, November",1943,0.0308916091,,,
dc,19046,Gudra (New Earth),\/wiki\/Gudra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,18,"1946, October",1946,0.0173765301,,,
dc,19045,Terrence Kurtzberger (New Earth),\/wiki\/Terrence_Kurtzberger_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,14,"1940, February",1940,0.013515079,,,
dc,19020,Midas (New Earth),\/wiki\/Midas_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,Gold Hair,Male Characters,straight,Living Characters,2,"1965, November",1965,0.0019307256,,,
dc,18975,Geoffrey Barron (New Earth),\/wiki\/Geoffrey_Barron_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,27,"1993, November",1993,0.0260647952,,,
dc,18907,Martha Roberts (New Earth),\/wiki\/Martha_Roberts_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Deceased Characters,60,"1939, December",1939,0.057921767,,206148,
dc,18880,Sylvan Scofield (New Earth),\/wiki\/Sylvan_Scofield_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,4,"2000, October",2000,0.0038614511,,,
dc,18845,Lyla (New Earth),\/wiki\/Lyla_(New_Earth),Public Identity,Good Characters,Blue Eyes,Purple Hair,Female Characters,straight,Living Characters,6,"2004, April",2004,0.0057921767,,,
dc,18836,Sujatmi Sunowaparti (New Earth),\/wiki\/Sujatmi_Sunowaparti_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,5,"1994, December",1994,0.0048268139,,,
dc,18767,Vext (New Earth),\/wiki\/Vext_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,7,"1999, March",1999,0.0067575395,,,
dc,18760,William Henderson (New Earth),\/wiki\/William_Henderson_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,42,"1987, January",1987,0.0405452369,,,
dc,18743,Helena Sandsmark (New Earth),\/wiki\/Helena_Sandsmark_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,75,"1996, January",1996,0.0724022088,,,
dc,18701,Veronica Sinclair (New Earth),\/wiki\/Veronica_Sinclair_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,17,"2001, September",2001,0.0164111673,,,
dc,18697,Zinda Blake (New Earth),\/wiki\/Zinda_Blake_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,104,"1959, February",1959,0.1003977295,,,
dc,18657,Blaze (New Earth),\/wiki\/Blaze_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,straight,Living Characters,49,"1990, July",1990,0.0473027764,,,
dc,18564,Darla Aquista (New Earth),\/wiki\/Darla_Aquista_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,33,"2004, February",2004,0.0318569719,,,
dc,18534,Carlos (New Earth),\/wiki\/Carlos_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,10,"1997, August",1997,0.0096536278,,,
dc,18531,Phobos (New Earth),\/wiki\/Phobos_(New_Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,straight,Living Characters,22,"1969, August",1969,0.0212379812,,,
dc,18504,William Heller (New Earth),\/wiki\/William_Heller_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,13,"1987, August",1987,0.0125497162,,,
dc,18466,Thomas Bronson (New Earth),\/wiki\/Thomas_Bronson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,83,"2007, February",2007,0.080125111,,,
dc,18451,Gregory Sanders (New Earth),\/wiki\/Gregory_Sanders_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,45,"1941, November",1941,0.0434413253,,,
dc,18333,Margaret Thatcher (New Earth),\/wiki\/Margaret_Thatcher_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,1,"1988, March",1988,0.0009653628,,,
dc,18276,Jonathan Tane (New Earth),\/wiki\/Jonathan_Tane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,91,"1948, August",1948,0.0878480133,,,
dc,18272,Marnie (New Earth),\/wiki\/Marnie_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,3,"1997, August",1997,0.0028960884,,,
dc,18269,Valerie Andrist (New Earth),\/wiki\/Valerie_Andrist_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,14,"1997, August",1997,0.013515079,,,
dc,18268,Francis Dutton (New Earth),\/wiki\/Francis_Dutton_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,straight,Living Characters,14,"1997, August",1997,0.013515079,,,
dc,18266,Lup\u00e9 Teresa Leocadio-Escudero (New Earth),\/wiki\/Lup%C3%A9_Teresa_Leocadio-Escudero_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,20,"2004, April",2004,0.0193072557,,,
dc,18211,Harmonia (New Earth),\/wiki\/Harmonia_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,14,"1987, February",1987,0.013515079,,,
dc,18208,Thia (New Earth),\/wiki\/Thia_(New_Earth),Public Identity,Neutral Characters,Red Eyes,Red Hair,Female Characters,straight,Living Characters,20,"1985, April",1985,0.0193072557,,,
dc,18206,Tethys (New Earth),\/wiki\/Tethys_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,straight,Living Characters,17,"1985, August",1985,0.0164111673,,,
dc,18199,Themis (New Earth),\/wiki\/Themis_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,straight,Living Characters,20,"1985, August",1985,0.0193072557,,,
dc,18197,Mnemosyne (New Earth),\/wiki\/Mnemosyne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,17,"1981, September",1981,0.0164111673,,,
dc,18195,Iapetus (New Earth),\/wiki\/Iapetus_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,straight,Living Characters,16,"1981, September",1981,0.0154458045,,,
dc,18191,Crius (New Earth),\/wiki\/Crius_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,14,"1985, August",1985,0.013515079,,,
dc,18180,Janos Prohaska (New Earth),\/wiki\/Janos_Prohaska_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,64,"1988, March",1988,0.0617832181,,,
dc,18091,Mircea (New Earth),\/wiki\/Mircea_(New_Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,straight,Living Characters,2,"2007, April",2007,0.0019307256,,,
dc,18074,Serifan (New Earth),\/wiki\/Serifan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,51,"1971, March",1971,0.049233502,,,
dc,18070,Mark Moonrider (New Earth),\/wiki\/Mark_Moonrider_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,51,"1971, March",1971,0.049233502,,,
dc,18063,Vykin the Black (New Earth),\/wiki\/Vykin_the_Black_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,50,"1971, March",1971,0.0482681392,,,
dc,17913,"Richard Flag, Jr. (New Earth)","\/wiki\/Richard_Flag,_Jr._(New_Earth)",Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,75,"1959, September",1959,0.0724022088,,,
dc,17886,Julie Madison (New Earth),\/wiki\/Julie_Madison_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,18,"1939, September",1939,0.0173765301,,,
dc,17834,Cyril Saunders (New Earth),\/wiki\/Cyril_Saunders_(New_Earth),Public Identity,Good Characters,Hazel Eyes,White Hair,Male Characters,straight,Living Characters,79,"1937, March",1937,0.0762636599,,,
dc,17817,Arnold Pruett (New Earth),\/wiki\/Arnold_Pruett_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,straight,Living Characters,20,"1984, July",1984,0.0193072557,,,
dc,17792,Josephine MacDonald (New Earth),\/wiki\/Josephine_MacDonald_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,41,"2001, December",2001,0.0395798741,,,
dc,17742,Jose Delgado (New Earth),\/wiki\/Jose_Delgado_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,72,"1987, May",1987,0.0695061204,,,
dc,17703,El Papagayo (New Earth),\/wiki\/El_Papagayo_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,15,"1977, June",1977,0.0144804418,,,
dc,17691,Brian Kent (New Earth),\/wiki\/Brian_Kent_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,34,"1955, September",1955,0.0328223346,,,
dc,17640,Jake Jordan (New Earth),\/wiki\/Jake_Jordan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,14,"2005, May",2005,0.013515079,,,
dc,17524,Arnold Wesker (New Earth),\/wiki\/Arnold_Wesker_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,88,"1988, February",1988,0.0849519249,,,
dc,17519,Ronald Troupe (New Earth),\/wiki\/Ronald_Troupe_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,90,"1991, July",1991,0.0868826505,,,
dc,17268,Louis Martin (New Earth),\/wiki\/Louis_Martin_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,15,"1997, August",1997,0.0144804418,,,
dc,17256,Amentep (New Earth),\/wiki\/Amentep_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,29,"1940, February",1940,0.0279955207,,,
dc,16969,Elizabeth Tremayne (New Earth),\/wiki\/Elizabeth_Tremayne_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,37,"1982, July",1982,0.035718423,,,
dc,16836,Bizarro (New Earth),\/wiki\/Bizarro_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,96,"2000, September",2000,0.0926748272,,,
dc,16813,Non (New Earth),\/wiki\/Non_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,36,"2007, January",2007,0.0347530602,,,
dc,16804,Ursa (New Earth),\/wiki\/Ursa_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,39,"2007, January",2007,0.0376491486,,,
dc,16738,Ana\u00efs Arcane (New Earth),\/wiki\/Ana%C3%AFs_Arcane_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Deceased Characters,1,"1989, February",1989,0.0009653628,,,
dc,16667,Abigail Arcane (New Earth),\/wiki\/Abigail_Arcane_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,182,"1973, January",1973,0.1756960266,,,
dc,16492,Mica Love (New Earth),\/wiki\/Mica_Love_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Deceased Characters,11,"1983, July",1983,0.0106189906,,,
dc,16426,Rhea (New Earth),\/wiki\/Rhea_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,13,"1985, August",1985,0.0125497162,,,
dc,16425,Persephone (New Earth),\/wiki\/Persephone_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,14,"1985, October",1985,0.013515079,,,
dc,16424,Pan (New Earth),\/wiki\/Pan_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,9,"1982, October",1982,0.0086882651,,,
dc,16398,Doctor Cyclops (New Earth),\/wiki\/Doctor_Cyclops_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,straight,Living Characters,8,"1967, January",1967,0.0077229023,,,
dc,16382,John Sargent (New Earth),\/wiki\/John_Sargent_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,113,"1941, May",1941,0.1090859945,,,
