ComicType,Characters,Dim1,Dim2,x1,y1
dc,Robert Henry Queen (New Earth),1.2421149374,0.4001275316,,
dc,Catwoman III (New Earth),0.1292348518,1.0176641448,,
dc,Malagigi (New Earth),0.25002509,0.2273071471,,
dc,Frank Halloran (New Earth),1.2177855079,0.4206182387,,
dc,Narmea (New Earth),0.1481600136,0.9685087506,,
dc,Jakob Whorrsman (New Earth),0.2863534077,0.1918364673,,
dc,Burn (New Earth),1.2754673438,0.3437425272,,
dc,William Wildeagle (New Earth),0.26197429,0.2451953161,,
dc,Deanna Barr (New Earth),0.1543521831,0.9595806881,,
dc,Nyola (Earth-Two),0.178863869,0.9036654073,,
dc,Takeo Sato (New Earth),1.2458051739,0.4040166844,,
dc,Matthew Logan (New Earth),0.2619004998,0.2412829077,,
dc,Archer of Angelsport (New Earth),1.2606002702,0.3308268863,,
dc,Alexander Tuttle (New Earth),0.2932443575,0.1817745358,,
dc,Schrek (New Earth),1.2782673392,0.3467211361,,
dc,Catseye (New Earth),1.277382911,0.341900834,,
dc,Sean Sonus (New Earth),0.2833130449,0.1625022022,,
dc,La Salamanca (New Earth),0.1565020219,0.9573946497,,
dc,Ruth Spencer (New Earth),0.1819430498,0.9041038858,,
dc,Brittany Brandon (New Earth),0.1261176215,1.0015305393,,
dc,Maxwell Veezey (New Earth),0.2939907064,0.1810682815,,
dc,Ekin Tzu (New Earth),0.2382572765,0.291746926,,
dc,Thomas Bolt (New Earth),1.2528945751,0.3924416006,,
dc,Son of the Fallen (New Earth),0.2652620766,0.2439503182,,
dc,Jean-Marc de Villars (New Earth),0.260349217,0.2157744775,,
dc,Sonya Chuikov (New Earth),0.1590874822,0.9612687811,,
dc,Kuei (New Earth),0.2685619167,0.2307806832,,
dc,Jason Hart (New Earth),0.2689522824,0.2297400905,,
dc,Ned Creegan (New Earth),0.2891385381,0.1878399006,,
dc,John Henry Martin (New Earth),0.2884160328,0.1810218189,,
dc,Jamal Stuart (New Earth),0.2651410746,0.2361502475,,
dc,Charles Lane (New Earth),1.2564174381,0.3920562718,,
dc,Jonathan Double (New Earth),0.2663224336,0.2365367495,,
dc,Riki Kimura (New Earth),0.2714520518,0.2262191168,,
dc,Mary Tanner (New Earth),0.1671710387,0.8350848776,,
dc,Titano (New Earth),1.2249540201,0.4447921677,,
dc,Sala Nisaba (New Earth),0.1586835562,0.9406779219,,
dc,Sara Smart (New Earth),0.1805477141,0.8857930767,,
dc,David Manguy (New Earth),0.2492439553,0.2792372248,,
dc,Chloe Sullivan (New Earth),0.1564430534,0.9588833001,,
dc,Sendrina (New Earth),0.1518273226,0.9076578176,,
dc,Kaylark (New Earth),0.1624602177,0.9479168361,,
dc,Chroma (New Earth),1.2640631822,0.2742899297,,
dc,Frederick Danvers (New Earth),0.2694737355,0.2292595608,,
dc,Whiteout (New Earth),0.2780566977,0.0988874836,,
dc,Hackett (New Earth),0.2933229097,0.173257287,,
dc,Sujatmi Sunowaparti (New Earth),0.1640271438,0.9454451631,,
dc,Henrietta Jessup (New Earth),0.1643210736,0.9449812045,,
dc,Alexander Trent (New Earth),1.2800812812,0.3390037458,,
dc,Kid Crusader (New Earth),0.3030396276,0.1719831933,,
dc,Belphegor (New Earth),0.1631237283,0.9388767695,,
dc,Bekka (New Earth),1.1241071231,1.1629828991,,
dc,Goth (New Earth),1.2713881883,0.2986303288,,
marvel,Robert Foster (Earth-616),0.2466318529,0.244893607,,
marvel,Trojak (Earth-616),0.2573524216,0.2440541591,,
marvel,Otto von Schmittsder (Earth-616),0.2870300548,0.191053836,,
marvel,Medusa (Earth-616),1.163716182,1.0534041434,,
marvel,Diane Cummings (Earth-616),0.1152705088,1.0241597935,,
marvel,Gargantus (Aquatic Monster) (Earth-616),0.2773911701,0.1120785718,,
marvel,Nina Tsiolkovsky (Earth-616),0.189627206,0.8918745871,,
marvel,Carlo Strange (Earth-616),0.2931266705,0.1655217493,,
marvel,Dorian Murdstone (Earth-616),0.2817742887,0.2047842643,,
marvel,Aggamon (Earth-616),0.295273284,0.1524835145,,
marvel,Franklin Storm (Earth-616),1.2473410366,0.3941824626,,
marvel,Redford Raven (Earth-616),0.2944548419,0.1529752981,,
marvel,Robert McCoy (Earth-616),0.2562666299,0.243700378,,
marvel,Andro (Earth-616),0.2777300652,0.111553231,,
marvel,Mikas (Earth-616),0.2460598344,0.1496450094,,
marvel,Simon Gilbert (Earth-616),1.2780539184,0.3279801921,,
marvel,Cyrus Black (Earth-616),0.2938896822,0.1775780942,,
marvel,Nathaniel Omen (Earth-616),0.2926442899,0.1883815837,,
marvel,Preyy (Earth-616),0.2651738774,0.1765498434,,
marvel,King Cadaver (Earth-616),1.250063164,0.3085499865,,
marvel,Drom (Earth-616),1.286531861,0.3296356725,,
marvel,Helleyes (Earth-616),0.2855418584,0.1160366001,,
marvel,Jamal Afari (Earth-616),0.2702718917,0.2279654931,,
marvel,Vraniel (Earth-616),0.2441140018,0.2726416617,,
marvel,Eric Brooks (Doppelganger) (Earth-616),0.2965423973,0.1733733512,,
marvel,He Who Remains (Earth-616),0.2419553821,0.2780524499,,
marvel,Mindy Williams (Earth-616),0.1219967228,1.0126144377,,
marvel,Mortimer Norris (Earth-616),0.2817185307,0.2057813365,,
marvel,Pro-Rata (Earth-616),0.2735955185,0.1778835455,,
marvel,Jonathan Rich (Earth-616),0.2099783409,0.3286022097,,
marvel,Wendy Hunt (Earth-616),0.1544121928,0.9278846574,,
marvel,Vera Gemini (Earth-616),0.1739686389,0.8490533115,,
marvel,Jaime Garcia (Earth-616),0.2898551492,0.1839881848,,
marvel,Priscilla Ironwood (Earth-616),0.1584263746,0.9556959636,,
marvel,Vampiro (Eternal) (Earth-616),0.2583350816,0.1790267455,,
marvel,Barbara Bannister (Earth-616),0.1400317157,0.9620710715,,
marvel,Eric Cameron (Earth-616),0.301566943,0.1650750932,,
marvel,Grappler (Earth-616),1.2852769501,0.3373530011,,
marvel,Sadie Frickett (Earth-616),0.1103898272,1.0211635516,,
marvel,Alban Emond (Earth-616),0.2803083524,0.1631961048,,
marvel,Freya (Earth-616),0.1547933052,0.9494323827,,
marvel,Jack Dulouz (Earth-616),0.2895707752,0.117448714,,
marvel,Jonathan Logan (Earth-616),1.2799882023,0.3391389882,,
marvel,Angela Tortelli (Earth-616),0.1647411054,0.9483391565,,
marvel,Mary Brown (Karisma) (Earth-616),0.1864875674,0.883629736,,
marvel,Ashake (Egyptian) (Earth-616),0.1519498336,0.931802278,,
marvel,Cataphrax (Earth-616),0.2822653503,0.1292408245,,
marvel,Theron Atlanta (Earth-616),0.2702471181,0.2138920005,,
marvel,Alvin Healey (Earth-616),0.2925241177,0.1665078977,,
marvel,Hiram Riddley (Earth-616),0.2442590066,0.2564423192,,
marvel,Illich Lavrov (Earth-616),0.2626121382,0.1633800255,,
marvel,Timeshadow (Earth-616),0.3022899988,0.1651557844,,
marvel,Bertram Hindel (Earth-616),0.2645311387,0.2232950119,,
marvel,Eros (Olympian) (Earth-616),0.2736548029,0.2257768004,,
marvel,Farouk Al-Fasaud (Earth-616),0.3037384078,0.1708493243,,
marvel,Gailyn Bailey (Earth-616),1.1332716189,1.0988797664,,
marvel,Joseph Bailey (Earth-616),1.2517974295,0.3628267112,,
marvel,Sally Fortune (Earth-616),0.11756322,1.0016875802,,
marvel,Arthur Bigelow (Earth-616),0.290361665,0.1881299469,,
marvel,Rex Randolph (Earth-616),0.2415615637,0.2776190054,,
marvel,John Cereus (Earth-616),0.2889094081,0.1767048538,,
marvel,Dorma (Clones) (Earth-616),0.1228390776,1.0312833862,,
marvel,Carter Ryking (Earth-616),1.2330900431,0.4247872086,,
marvel,"Louis Sadler, Sr. (Earth-616)",0.2700994375,0.2186274575,,
marvel,Magpie (Earth-616),0.2962165882,0.173033227,,
marvel,Micheal Hamilton (Earth-616),0.2134832093,0.3310521987,,
marvel,Pico Halfghanaghan (Earth-616),0.2680189357,0.1290263389,,
marvel,Scuzz (Werewolf) (Earth-616),1.2714180664,0.2976983139,,
marvel,Ssith (Earth-616),0.281916258,0.1289136627,,
marvel,Tanuta Umbotha (Earth-616),0.1754827618,0.9201266708,,
marvel,Victor Sternwood (Earth-616),0.286259639,0.1906026728,,
marvel,Wildrun (Earth-616),0.302801158,0.172344176,,
marvel,Annie Jones (Earth-616),0.1405740741,0.9500823937,,
marvel,Carlos deSilva (Earth-616),0.2625180838,0.2491760813,,
marvel,Gulliver Jones (Earth-616),0.2746305895,0.2166993815,,
marvel,Marc Devlin (Earth-616),0.2525343419,0.2068511633,,
marvel,Shaka (Earth-616),0.261118838,0.2434045218,,
marvel,General Obsidian (Earth-616),0.2729827884,0.2038790525,,
marvel,Jamil (Earth-616),1.2615237659,0.3750656141,,
marvel,Louis Dexter (Earth-616),0.300655279,0.1624973379,,
marvel,Psiphon (Earth-616),0.2865373033,0.1224739107,,
marvel,Sea Leopard (Earth-616),0.2992221209,0.1797525759,,
marvel,Spoiler (Earth-616),0.2549449176,0.2305397738,,
marvel,Alexander Patel (Earth-616),0.2734312702,0.2318598755,,
marvel,Ever (Earth-616),0.288651322,0.1191190652,,
marvel,Rex (Earth-616),1.2854927441,0.3290359083,,
marvel,Tuc (Space Phantom) (Earth-616),0.2902257657,0.1306401807,,
marvel,Emma Steed (Earth-616),0.1782019927,0.9082659844,,
marvel,Jane Hampshire (Earth-616),0.1755843723,0.8429751692,,
marvel,Jennifer Walters (Heroes Reborn) (Earth-616),0.1338083118,0.9792576157,,
marvel,Luz Santos (Earth-616),0.1317661318,0.9904905517,,
marvel,Sinjin Quarrel (Earth-616),0.2741908606,0.218714725,,
marvel,Anielle (Earth-616),0.1321153555,0.9983638548,,
marvel,Isabel Ferguson (Earth-616),0.1314010925,1.0012656038,,
marvel,Bianca LaNeige (Earth-616),0.1687155213,0.8503838025,,
marvel,Devlin DeAngelo (Earth-616),0.2655088579,0.2226495118,,
marvel,Gadriel (Grigori) (Earth-616),0.2487227509,0.2653577259,,
marvel,Lawrence Young (Earth-616),0.2768673008,0.2224619326,,
marvel,M-Plate (Earth-616),0.1788005458,0.8571981771,,
marvel,Rafe Scanlon (Earth-616),1.2597400431,0.3716353357,,
marvel,Sorrow (Earth-616),0.1344821154,0.8876113047,,
marvel,Ulysses Dragonblood (Earth-616),0.2647766485,0.1714465055,,
marvel,Zawadi (Earth-616),0.1582230325,0.9537698652,,
marvel,Chi-Chee (Earth-616),0.2695363894,0.2318920777,,
marvel,Elizabeth Bliss (Earth-616),0.1889653869,0.8952434823,,
marvel,Gianna Esperanza (Earth-616),1.1731214816,1.0541063162,,
marvel,Marcus Andrews (Earth-616),1.2860806038,0.3281079911,,
marvel,Nicolette Giroux (Earth-616),0.1834734041,0.8995734688,,
marvel,Walter Thorson (Earth-616),0.2289026562,0.2731013077,,
marvel,White Wolf (Hunter) (Earth-616),0.2449936878,0.2810540727,,
marvel,Billy Turner (Earth-616),0.2661254829,0.2377429245,,
marvel,Darin II (Earth-616),0.2378808278,0.2626097325,,
marvel,Jacques LeBeau (Earth-616),1.1994022792,0.4587162527,,
marvel,Patrick Carney (Earth-616),0.2752357295,0.2197910079,,
marvel,Big Mother (Earth-616),0.1717750491,0.8285855799,,
marvel,Christopher Cassera (Earth-616),0.2516006415,0.2755047591,,
marvel,Irina Clayton (Earth-616),0.1616754046,0.9479640771,,
marvel,Lupa (Savage Land Mutate) (Earth-616),0.1777023381,0.8389173043,,
marvel,Mister Howlett (Earth-616),1.2205816389,0.4496365883,,
marvel,Una-Rogg (Earth-616),0.1555256759,0.8692693503,,
marvel,Ardina (Earth-616),0.1404381225,0.8974467219,,
marvel,Atleza Langunn (Earth-616),0.1626874034,0.9423185986,,
marvel,Cesar Belinski (Earth-616),0.2396394783,0.2589863159,,
marvel,Cosmo (Earth-616),1.2333678274,0.4350803944,,
marvel,Couleur (Earth-616),0.2396394783,0.2589863159,,
marvel,Kwate (Earth-616),0.2396394783,0.2589863159,,
marvel,Madam Rapier (Earth-616),1.1732291405,1.0631532138,,
marvel,Marduk (Earth-616),1.2850654564,0.3337659477,,
marvel,Percival (Earth-616),0.2396394783,0.2589863159,,
marvel,Rosa Belinski (Earth-616),0.2396394783,0.2589863159,,
marvel,Tomothy (Earth-616),0.2421890512,0.2636973052,,
marvel,Flores (Earth-616),1.2327848174,0.4117996878,,
marvel,Rose Delany (Earth-616),1.0980243396,1.1897040093,,
marvel,Sarah Gail Bradley (Earth-616),0.1278872239,1.0019163161,,
marvel,Astrid Bloom (Earth-616),0.1777553257,0.9089847989,,
marvel,Helena Carlson (Earth-616),0.1836518584,0.9027921471,,
marvel,Morwen (Earth-616),0.1887887708,0.8972994932,,
marvel,Raymond Jr. (Earth-616),0.2468060425,0.2661332001,,
marvel,Elena (Rasputina) (Earth-616),1.0832113761,1.1542103096,,
marvel,Grigory Efimovich Rasputin (Earth-616),1.2536516507,0.3866796201,,
marvel,Jemima Catmint (Earth-616),0.140717776,0.9815573434,,
marvel,Kioshi Keishicho (Earth-616),0.2682659658,0.2162894084,,
marvel,Larisa Mishchenko (Earth-616),1.0847153815,1.2237383692,,
marvel,Lumina (Earth-616),0.1608754499,0.9504592185,,
marvel,Mavis Benally (Earth-616),0.0798982677,1.0848645571,,
marvel,Mutant Baboon (Earth-616),0.2589331291,0.2367129389,,
marvel,Sarah Vale (Earth-616),1.1483104306,1.1076130138,,
marvel,Aguja (Earth-616),1.1705528541,1.0496529004,,
marvel,Archibald Hunt (Earth-616),0.2451340625,0.243576887,,
marvel,Eugene Sykes (Earth-616),0.2622333586,0.2354995153,,
marvel,Ghoul (Killer) (Earth-616),1.2729235419,0.282836859,,
marvel,Hector Espejo (Earth-616),0.2167697988,0.3258539969,,
marvel,Janus (Atlantean) (Earth-616),0.2951203005,0.179709537,,
marvel,Jeff Knudsen (Earth-616),0.2004805008,0.3411790396,,
marvel,Valerie Martin (Earth-616),0.1623984603,0.9480447683,,
marvel,Althea Green (Earth-616),0.1219009999,1.013259474,,
marvel,Arthur Woodman (Earth-616),1.24335206,0.394143842,,
marvel,Brian Talbot (Earth-616),0.2451117595,0.269825593,,
marvel,Death Tiger (Earth-616),1.2839623871,0.3314794741,,
marvel,Emmael (Earth-616),0.2440972097,0.2727082118,,
marvel,Gideon Wilson (Earth-616),0.2476559834,0.2794563905,,
marvel,Krakos (Earth-616),0.2790056906,0.2070087916,,
marvel,Mindwave (Telepath) (Earth-616),1.2022052467,0.4382913702,,
marvel,Nichole Martin (Earth-616),0.1266086595,0.9852056539,,
marvel,Sihing (Earth-616),1.2429153768,0.4175158041,,
marvel,Susan Maddox (Earth-616),0.1121571807,1.0398274873,,
marvel,"Carol Danvers (Retro, Skrull) (Earth-616)",1.1536396553,1.076495824,,
marvel,Criti Noll (Earth-616),1.1576698192,1.0560804668,,
marvel,DaVanti (Earth-616),0.2888077368,0.1728684563,,
marvel,DeHalle (Earth-616),0.1666100857,0.8796782899,,
marvel,"James Howlett (Retro, Skrull) (Earth-616)",1.2614958256,0.343355291,,
marvel,Jebediah Young (Earth-616),0.2793294043,0.2024555884,,
marvel,Jessica Jones (Skrull) (Earth-616),1.1495578871,1.0689537112,,
marvel,Jonathan Bryant (Human) (Earth-616),1.2211271234,0.4549346795,,
marvel,Melanie Crane (Earth-616),0.1416408912,0.9739436186,,
marvel,Nogor (Earth-616),0.2802862272,0.1324115235,,
marvel,Phaedra (Earth-616),0.1844371227,0.9024420882,,
marvel,Siri (Earth-616),1.1669860746,1.0570839493,,
marvel,"Susan Storm (Retro, Skrull) (Earth-616)",1.2656267571,0.3508193841,,
marvel,Taylor (Purifier) (Earth-616),1.2558318377,0.3708611479,,
marvel,VaRikk (Earth-616),0.2828557194,0.1634453152,,
marvel,Yussuf Hussain (Earth-616),0.2437543201,0.269198864,,
marvel,Erin Cicero (Earth-616),1.1483689783,1.046212186,,
marvel,Shep Gunderson (Earth-616),0.2846401006,0.1919720886,,
marvel,Abbey Sykes (Earth-616),0.1032066231,1.0531454478,,
marvel,Dragon (Marco) (Earth-616),0.2734295195,0.2127120444,,
marvel,Eldrac (Earth-616),0.2277716995,0.284601314,,
marvel,Jentorra (Earth-616),0.1321635287,0.9853796591,,
marvel,London (WCA) (Earth-616),0.1408168144,0.9758154782,,
marvel,Miranda Bayer (Earth-616),0.1282327933,0.9314976279,,
marvel,Noelle Blanc (Earth-616),0.16472162,0.9337321326,,
marvel,Reena Stancioff (Earth-616),1.1298181036,1.1392406561,,
marvel,Sylvius (Earth-616),0.1511531149,0.9204117994,,
marvel,Timothy (Inferno Baby) (Earth-616),1.2601846667,0.3732605348,,
marvel,Carl Rives (Earth-616),0.2582904584,0.2052733183,,
marvel,Dennis Piper (Earth-616),0.2478055379,0.2685965099,,
marvel,General (Piper) (Earth-616),1.2440807826,0.3323466692,,
marvel,Georgios Panayiotou (Earth-616),0.2411185876,0.2783172471,,
marvel,Marcus Lyman (Earth-616),1.2565646242,0.3686974403,,
marvel,Marvel Girl (Lobe) (Earth-616),0.095282478,1.0469578528,,
marvel,Penny Newsom (Earth-616),0.1112179262,1.0444878875,,
marvel,Pryor Cashman (Earth-616),0.2664285268,0.2159423615,,
marvel,Styx (Legion Personality) (Earth-616),0.2531824113,0.192940541,,
marvel,Bomb (Anthony) (Earth-616),0.2412464001,0.2749660595,,
marvel,Gari Oyle (Earth-616),0.1363867491,0.8943942226,,
marvel,Holly Bright (Earth-616),1.1125758122,1.1631114385,,
marvel,Honest John (Earth-616),0.2649084984,0.2267845712,,
marvel,Smithy (Earth-616),1.2503234575,0.379607669,,
marvel,Zoe Walsh (Earth-616),0.1436810129,0.963069063,,
marvel,Dangerous Jinn (Earth-616),0.2477418856,0.1680786195,,
marvel,Eleanor Bennett (Earth-616),0.113964226,1.0254065116,,
marvel,Mondo (Mojoverse),0.1381007891,0.9075461392,,
marvel,Santi Sardina (Earth-616),0.2248017041,0.291288643,,
marvel,Titus (Earth-616),1.2187321703,0.3415549984,,
dc,Byakko (New Earth),0.1290794885,0.9681188558,,
dc,Rafael Harris (New Earth),0.2211516228,0.3188852906,,
dc,Marcia Long (New Earth),0.133002559,0.9885109444,,
dc,Amber II (New Earth),0.140335717,0.9830298439,,
dc,Wrynn (New Earth),1.2571483891,0.3771579045,,
dc,Anne Pasquale (New Earth),0.1359777682,0.9930990413,,
dc,Sarah Moss (New Earth),0.1349167763,0.9854806557,,
dc,Jose Ramirez (New Earth),0.2485364988,0.2624709811,,
dc,Keng Quan Chee (New Earth),0.1371864199,0.9871414842,,
dc,Lord Topaz (New Earth),1.2096025337,0.3487510517,,
dc,Sigourney Amundsen (New Earth),0.1366405307,0.9782673916,,
dc,Van-L (New Earth),0.2496089049,0.255508975,,
dc,Turk (New Earth),0.2751848283,0.2020340646,,
dc,Scarlet Rose (New Earth),1.1414037749,1.0325119296,,
dc,Nell Little (New Earth),0.1400263423,0.9826620968,,
dc,Zeddmore Washington (New Earth),1.2676391469,0.3573861617,,
dc,Jacob (New Earth),0.2686581971,0.1657614456,,
dc,Jared (New Earth),0.2686581971,0.1657614456,,
dc,Pandora II (New Earth),0.1390380911,0.978960279,,
dc,Thomas Tomorrow (New Earth),0.2527962497,0.2580171131,,
dc,Archer Braun (New Earth),0.278091887,0.2049520895,,
dc,Morax (New Earth),0.2836204145,0.1975179523,,
dc,Darla Dudley (New Earth),0.1467132926,0.9729413596,,
dc,Eugene Choi (New Earth),0.2587003944,0.2472649197,,
dc,Pedro Pe\u00f1a (New Earth),0.2587003944,0.2472649197,,
dc,Catherine Van Derm (New Earth),0.1323536183,0.9622591749,,
dc,Tracker (New Earth),1.2622554758,0.3677431711,,
dc,Johanna Constantine (New Earth),0.1414096018,0.9827157233,,
dc,Ri (New Earth),0.1485058442,0.9780887618,,
dc,Cricket Kelly (New Earth),0.1417024821,0.9822559241,,
dc,Kusanagi (New Earth),0.1460816251,0.9714081,,
dc,Dalkriig-Hath (New Earth),1.2518752498,0.3136097359,,
dc,"Richard Flag, Sr. (New Earth)",1.2371422121,0.412506731,,
dc,Jacob Freeman (New Earth),1.2372017175,0.415151726,,
dc,Delores Stebbins (New Earth),0.1689955534,0.9080809015,,
dc,Carla Marcus (New Earth),0.1422828639,0.9738109812,,
dc,Alan Armstrong (New Earth),0.2630053704,0.2444551589,,
dc,Silken Spider (New Earth),0.1755644247,0.9141965295,,
dc,Tsunami II (New Earth),0.2624472946,0.2412938315,,
dc,Barack Obama (New Earth),0.2568314401,0.2493397299,,
dc,Neon Black (New Earth),1.2649106928,0.3528353555,,
dc,Pele (New Earth),0.1181950725,1.0249854952,,
dc,Ixion (New Earth),1.2546725966,0.3163455566,,
dc,Alexi Kronsky (New Earth),0.2571923749,0.2487270423,,
dc,Lady Zand (New Earth),0.169902255,0.9211152146,,
dc,Craig Windrow (New Earth),0.2813323304,0.1922732879,,
dc,Lawrence Loman (New Earth),0.2846644239,0.2002226979,,
dc,Incinderella (New Earth),0.1755447447,0.9089925497,,
dc,Shaggy Man III (New Earth),0.2727808222,0.1539539016,,
dc,Carrie Phillips (New Earth),0.1211634964,1.0255124546,,
dc,Dawn Golden (New Earth),1.1241570177,1.1245145749,,
dc,Therestra (New Earth),0.1466595717,0.9744092131,,
dc,Promise (New Earth),0.1278875555,1.0219841068,,
dc,Troll (New Earth),1.2725401405,0.3415989697,,
dc,Shiv II (New Earth),0.2900403518,0.1868790889,,
dc,Khea Taramka (New Earth),0.179300416,0.9163146515,,
dc,Mind Games (New Earth),0.29019099,0.1866325518,,
dc,The Thief (New Earth),0.2871545333,0.1759477311,,
dc,Nicole Morrison (New Earth),0.1471550099,0.9713492457,,
dc,Isabelle Cheranova (New Earth),0.1683930284,0.8850458313,,
dc,Winslow Heath (New Earth),0.2867629705,0.17303512,,
dc,Nasreen Samari (New Earth),0.1286746769,1.0145111362,,
dc,Heggra (New Earth),0.1681789675,0.9084382706,,
dc,Funnel (New Earth),0.1811194554,0.9134279239,,
dc,Kana (Earth-One),0.2413166433,0.28775805,,
dc,Titus (New Earth),1.2777402835,0.3493482408,,
dc,Vitoria (New Earth),0.178680696,0.904040885,,
dc,Strobe (New Earth),0.2914842839,0.1810857617,,
dc,Mark Sunderland (New Earth),0.2926878194,0.1826951427,,
dc,Roxanne Sutton (New Earth),0.171951258,0.8874011631,,
dc,Joseph Potato (New Earth),0.2515941152,0.2248271554,,
dc,Lucia (New Earth),0.1807066226,0.906083493,,
dc,Dusan al Ghul (New Earth),1.2675567616,0.3286680014,,
dc,Lysandra (New Earth),0.1424253647,0.9192056146,,
dc,Elias Stone (New Earth),0.2696394048,0.2378923458,,
dc,John Oakes (New Earth),0.263398974,0.2429369053,,
dc,Alexander Ferguson (New Earth),1.2472145074,0.4040837976,,
dc,Samuel Yates (New Earth),1.2707317411,0.3463146155,,
dc,Paul Christian (New Earth),0.286593845,0.1839210246,,
dc,Ariadne Pinxit (New Earth),0.1763275874,0.9144129176,,
dc,Richard Perignon (New Earth),1.2765902632,0.3378910969,,
dc,Mrs. Gradenko (New Earth),0.1738334748,0.9095989523,,
dc,Mad Dog (New Earth),0.2939719682,0.1783785419,,
dc,Ada LaBostrie (New Earth),0.1510504493,0.9651399391,,
dc,Nnamdi (New Earth),0.2539923116,0.2019326282,,
dc,Claudio Volpe (New Earth),0.2878057765,0.1854971306,,
dc,Armitage Hawsley (New Earth),0.2883216437,0.1864442287,,
